activity_id,athlete_id,activity_date,week_number,days_before_race,activity_type,distance_km,duration_min,pace_min_per_km,avg_heart_rate,max_heart_rate,elevation_gain_m,calories,weekly_km,weekly_duration_min,weekly_run_count,weekly_avg_pace,weekly_avg_hr,weekly_elevation_gain_m,longest_run_km,rolling_4w_km,avg_weekly_km_last_4w,active_weeks_last_4w,rolling_4w_duration_min,athlete_profile,training_scenario,sex,age,estimated_max_hr,source,race_10k_finish_time_min,race_10k_finish_time_seconds,race_10k_finish_time_hhmmss,race_10k_pace_min_per_km
ACT000921,A020,2026-02-04,5,61,easy_run,13.28,75.76,5.7,142,153,14.9,834,41.93,236.61,4.0,5.641681373718102,143.5,237.5,13.28,145.91,36.4775,4.0,828.0300000000001,recreational,consistent,M,42,174,synthetic_v1,50.34,3020.0,00:50:20,5.03
ACT000922,A020,2026-02-08,5,57,easy_run,11.47,67.06,5.85,134,154,165.0,777,41.93,236.61,4.0,5.641681373718102,143.5,237.5,13.28,145.91,36.4775,4.0,828.0300000000001,recreational,consistent,M,42,174,synthetic_v1,50.34,3020.0,00:50:20,5.03
ACT000923,A020,2026-02-09,6,56,easy_run,3.23,19.17,5.93,142,155,27.6,206,30.509999999999998,176.69,3.0,5.793054736152082,141.0,140.6,18.66,151.26999999999998,37.817499999999995,4.0,869.6700000000001,recreational,consistent,M,42,174,synthetic_v1,50.34,3020.0,00:50:20,5.03
ACT000924,A020,2026-02-11,6,54,easy_run,18.66,107.83,5.78,146,158,41.8,1552,30.509999999999998,176.69,3.0,5.793054736152082,141.0,140.6,18.66,151.26999999999998,37.817499999999995,4.0,869.6700000000001,recreational,consistent,M,42,174,synthetic_v1,50.34,3020.0,00:50:20,5.03
ACT000925,A020,2026-02-15,6,50,easy_run,8.62,49.69,5.77,135,146,71.2,697,30.509999999999998,176.69,3.0,5.793054736152082,141.0,140.6,18.66,151.26999999999998,37.817499999999995,4.0,869.6700000000001,recreational,consistent,M,42,174,synthetic_v1,50.34,3020.0,00:50:20,5.03
ACT000926,A020,2026-02-16,7,49,easy_run,6.98,40.87,5.85,135,149,20.6,451,30.51,179.67000000000002,4.0,5.886230744018356,139.75,662.6,10.64,141.01,35.2525,4.0,821.49,recreational,consistent,M,42,174,synthetic_v1,50.34,3020.0,00:50:20,5.03
ACT000927,A020,2026-02-17,7,48,hill_run,10.64,63.63,5.98,161,174,559.2,761,30.51,179.67000000000002,4.0,5.886230744018356,139.75,662.6,10.64,141.01,35.2525,4.0,821.49,recreational,consistent,M,42,174,synthetic_v1,50.34,3020.0,00:50:20,5.03
ACT000928,A020,2026-02-19,7,46,recovery_run,4.13,24.43,5.91,118,129,23.9,265,30.51,179.67000000000002,4.0,5.886230744018356,139.75,662.6,10.64,141.01,35.2525,4.0,821.49,recreational,consistent,M,42,174,synthetic_v1,50.34,3020.0,00:50:20,5.03
ACT000929,A020,2026-02-22,7,43,long_run,8.76,50.74,5.79,145,158,58.9,721,30.51,179.67000000000002,4.0,5.886230744018356,139.75,662.6,10.64,141.01,35.2525,4.0,821.49,recreational,consistent,M,42,174,synthetic_v1,50.34,3020.0,00:50:20,5.03
ACT000930,A020,2026-02-23,8,42,easy_run,15.22,88.12,5.79,143,162,63.4,1272,28.130000000000003,167.69,3.0,5.959680056878778,144.66666666666666,147.3,15.22,131.08,32.77,4.0,760.6600000000001,recreational,consistent,M,42,174,synthetic_v1,50.34,3020.0,00:50:20,5.03
ACT000931,A020,2026-02-24,8,41,hill_run,2.0,11.87,5.94,157,174,4.6,135,28.130000000000003,167.69,3.0,5.959680056878778,144.66666666666666,147.3,15.22,131.08,32.77,4.0,760.6600000000001,recreational,consistent,M,42,174,synthetic_v1,50.34,3020.0,00:50:20,5.03
ACT000932,A020,2026-03-01,8,36,recovery_run,10.91,67.7,6.2,134,143,79.3,898,28.130000000000003,167.69,3.0,5.959680056878778,144.66666666666666,147.3,15.22,131.08,32.77,4.0,760.6600000000001,recreational,consistent,M,42,174,synthetic_v1,50.34,3020.0,00:50:20,5.03
ACT000933,A020,2026-03-02,9,35,easy_run,3.23,18.05,5.59,147,160,12.1,248,28.89,164.8,3.0,5.7047628937348565,151.33333333333334,487.90000000000003,15.07,118.03999999999999,29.509999999999998,4.0,688.85,recreational,consistent,M,42,174,synthetic_v1,50.34,3020.0,00:50:20,5.03
ACT000934,A020,2026-03-03,9,34,hill_run,15.07,83.62,5.55,164,174,347.5,964,28.89,164.8,3.0,5.7047628937348565,151.33333333333334,487.90000000000003,15.07,118.03999999999999,29.509999999999998,4.0,688.85,recreational,consistent,M,42,174,synthetic_v1,50.34,3020.0,00:50:20,5.03
ACT000935,A020,2026-03-08,9,29,easy_run,10.59,63.13,5.96,143,160,128.3,757,28.89,164.8,3.0,5.7047628937348565,151.33333333333334,487.90000000000003,15.07,118.03999999999999,29.509999999999998,4.0,688.85,recreational,consistent,M,42,174,synthetic_v1,50.34,3020.0,00:50:20,5.03
ACT000936,A020,2026-03-11,10,26,tempo_run,18.15,93.44,5.15,163,171,63.2,1357,27.769999999999996,147.98,2.0,5.330136838314729,162.5,227.89999999999998,18.15,115.3,28.825,4.0,660.1400000000001,recreational,consistent,M,42,174,synthetic_v1,50.34,3020.0,00:50:20,5.03
ACT000937,A020,2026-03-15,10,22,hill_run,9.62,54.54,5.67,162,174,164.7,793,27.769999999999996,147.98,2.0,5.330136838314729,162.5,227.89999999999998,18.15,115.3,28.825,4.0,660.1400000000001,recreational,consistent,M,42,174,synthetic_v1,50.34,3020.0,00:50:20,5.03
ACT000938,A020,2026-03-18,11,19,easy_run,15.35,86.49,5.63,131,145,185.7,1304,37.15,202.99,3.0,5.462549125168237,146.66666666666666,233.6,15.35,121.94,30.485,4.0,683.46,recreational,consistent,M,42,174,synthetic_v1,50.34,3020.0,00:50:20,5.03
ACT000939,A020,2026-03-19,11,18,easy_run,10.88,60.24,5.54,143,165,42.3,746,37.15,202.99,3.0,5.462549125168237,146.66666666666666,233.6,15.35,121.94,30.485,4.0,683.46,recreational,consistent,M,42,174,synthetic_v1,50.34,3020.0,00:50:20,5.03
ACT000940,A020,2026-03-22,11,15,tempo_run,10.92,56.26,5.15,166,174,5.6,816,37.15,202.99,3.0,5.462549125168237,146.66666666666666,233.6,15.35,121.94,30.485,4.0,683.46,recreational,consistent,M,42,174,synthetic_v1,50.34,3020.0,00:50:20,5.03
ACT000941,A020,2026-03-23,12,14,easy_run,21.24,118.24,5.57,139,147,310.0,1411,31.299999999999997,177.05,2.0,5.659993610223643,134.5,431.5,21.24,125.11,31.2775,4.0,692.8199999999999,recreational,consistent,M,42,174,synthetic_v1,50.34,3020.0,00:50:20,5.03
ACT000942,A020,2026-03-29,12,8,easy_run,10.06,58.81,5.85,130,138,121.5,636,31.299999999999997,177.05,2.0,5.659993610223643,134.5,431.5,21.24,125.11,31.2775,4.0,692.8199999999999,recreational,consistent,M,42,174,synthetic_v1,50.34,3020.0,00:50:20,5.03
ACT000943,A020,2026-03-30,13,7,easy_run,12.53,72.17,5.76,134,150,8.4,999,17.06,97.12,2.0,5.690961313012896,147.0,30.4,12.53,113.28,28.32,4.0,625.14,recreational,consistent,M,42,174,synthetic_v1,50.34,3020.0,00:50:20,5.03
ACT000944,A020,2026-04-05,13,1,hill_run,4.53,24.95,5.5,160,174,22.0,362,17.06,97.12,2.0,5.690961313012896,147.0,30.4,12.53,113.28,28.32,4.0,625.14,recreational,consistent,M,42,174,synthetic_v1,50.34,3020.0,00:50:20,5.03
ACT000945,A021,2026-01-06,1,90,easy_run,15.49,72.1,4.65,142,158,91.7,1112,79.52000000000001,355.49,4.0,4.467628269617706,143.5,412.8,25.66,79.52000000000001,79.52000000000001,1.0,355.49,advanced,inconsistent,M,31,175,synthetic_v1,40.16,2410.0,00:40:10,4.02
ACT000946,A021,2026-01-07,1,89,easy_run,20.34,85.91,4.22,139,158,127.2,1599,79.52000000000001,355.49,4.0,4.467628269617706,143.5,412.8,25.66,79.52000000000001,79.52000000000001,1.0,355.49,advanced,inconsistent,M,31,175,synthetic_v1,40.16,2410.0,00:40:10,4.02
ACT000947,A021,2026-01-09,1,87,easy_run,18.03,81.72,4.53,147,168,116.1,1211,79.52000000000001,355.49,4.0,4.467628269617706,143.5,412.8,25.66,79.52000000000001,79.52000000000001,1.0,355.49,advanced,inconsistent,M,31,175,synthetic_v1,40.16,2410.0,00:40:10,4.02
ACT000948,A021,2026-01-11,1,85,long_run,25.66,115.76,4.51,146,163,77.8,1922,79.52000000000001,355.49,4.0,4.467628269617706,143.5,412.8,25.66,79.52000000000001,79.52000000000001,1.0,355.49,advanced,inconsistent,M,31,175,synthetic_v1,40.16,2410.0,00:40:10,4.02
ACT000949,A021,2026-01-12,2,84,easy_run,7.05,31.25,4.43,152,172,27.9,519,74.24000000000001,341.27,5.0,4.596756465517241,141.0,826.4,24.34,153.76000000000002,76.88000000000001,2.0,696.76,advanced,inconsistent,M,31,175,synthetic_v1,40.16,2410.0,00:40:10,4.02
ACT000950,A021,2026-01-13,2,83,easy_run,13.13,53.64,4.09,141,160,211.2,868,74.24000000000001,341.27,5.0,4.596756465517241,141.0,826.4,24.34,153.76000000000002,76.88000000000001,2.0,696.76,advanced,inconsistent,M,31,175,synthetic_v1,40.16,2410.0,00:40:10,4.02
ACT000951,A021,2026-01-15,2,81,easy_run,18.94,83.46,4.41,142,155,162.8,1588,74.24000000000001,341.27,5.0,4.596756465517241,141.0,826.4,24.34,153.76000000000002,76.88000000000001,2.0,696.76,advanced,inconsistent,M,31,175,synthetic_v1,40.16,2410.0,00:40:10,4.02
ACT000952,A021,2026-01-16,2,80,recovery_run,10.78,56.73,5.26,129,144,34.6,690,74.24000000000001,341.27,5.0,4.596756465517241,141.0,826.4,24.34,153.76000000000002,76.88000000000001,2.0,696.76,advanced,inconsistent,M,31,175,synthetic_v1,40.16,2410.0,00:40:10,4.02
ACT000953,A021,2026-01-18,2,78,long_run,24.34,116.19,4.77,141,154,389.9,1804,74.24000000000001,341.27,5.0,4.596756465517241,141.0,826.4,24.34,153.76000000000002,76.88000000000001,2.0,696.76,advanced,inconsistent,M,31,175,synthetic_v1,40.16,2410.0,00:40:10,4.02
ACT000954,A021,2026-01-19,3,77,recovery_run,10.32,50.0,4.84,133,146,68.6,715,46.06,192.48000000000002,3.0,4.1780395136778115,142.66666666666666,166.8,21.59,199.82000000000002,66.60666666666667,3.0,889.24,advanced,inconsistent,M,31,175,synthetic_v1,40.16,2410.0,00:40:10,4.02
ACT000955,A021,2026-01-23,3,73,tempo_run,21.59,83.78,3.88,162,175,56.1,1513,46.06,192.48000000000002,3.0,4.1780395136778115,142.66666666666666,166.8,21.59,199.82000000000002,66.60666666666667,3.0,889.24,advanced,inconsistent,M,31,175,synthetic_v1,40.16,2410.0,00:40:10,4.02
ACT000956,A021,2026-01-25,3,71,easy_run,14.15,58.7,4.15,133,149,42.1,1131,46.06,192.48000000000002,3.0,4.1780395136778115,142.66666666666666,166.8,21.59,199.82000000000002,66.60666666666667,3.0,889.24,advanced,inconsistent,M,31,175,synthetic_v1,40.16,2410.0,00:40:10,4.02
ACT000957,A021,2026-01-26,4,70,interval_run,4.55,17.66,3.88,167,175,26.1,383,68.2,279.40999999999997,6.0,4.09699853372434,156.83333333333334,559.5,17.69,268.02000000000004,67.00500000000001,4.0,1168.65,advanced,inconsistent,M,31,175,synthetic_v1,40.16,2410.0,00:40:10,4.02
ACT000958,A021,2026-01-27,4,69,interval_run,9.36,36.3,3.88,167,175,112.0,758,68.2,279.40999999999997,6.0,4.09699853372434,156.83333333333334,559.5,17.69,268.02000000000004,67.00500000000001,4.0,1168.65,advanced,inconsistent,M,31,175,synthetic_v1,40.16,2410.0,00:40:10,4.02
ACT000959,A021,2026-01-28,4,68,easy_run,6.6,29.44,4.46,140,161,33.4,563,68.2,279.40999999999997,6.0,4.09699853372434,156.83333333333334,559.5,17.69,268.02000000000004,67.00500000000001,4.0,1168.65,advanced,inconsistent,M,31,175,synthetic_v1,40.16,2410.0,00:40:10,4.02
ACT000960,A021,2026-01-29,4,67,tempo_run,17.69,68.63,3.88,167,175,101.4,1521,68.2,279.40999999999997,6.0,4.09699853372434,156.83333333333334,559.5,17.69,268.02000000000004,67.00500000000001,4.0,1168.65,advanced,inconsistent,M,31,175,synthetic_v1,40.16,2410.0,00:40:10,4.02
ACT000961,A021,2026-01-31,4,65,tempo_run,14.97,58.22,3.89,167,175,176.0,1083,68.2,279.40999999999997,6.0,4.09699853372434,156.83333333333334,559.5,17.69,268.02000000000004,67.00500000000001,4.0,1168.65,advanced,inconsistent,M,31,175,synthetic_v1,40.16,2410.0,00:40:10,4.02
ACT000962,A021,2026-02-01,4,64,recovery_run,15.03,69.16,4.6,133,144,110.6,1245,68.2,279.40999999999997,6.0,4.09699853372434,156.83333333333334,559.5,17.69,268.02000000000004,67.00500000000001,4.0,1168.65,advanced,inconsistent,M,31,175,synthetic_v1,40.16,2410.0,00:40:10,4.02
ACT000963,A021,2026-02-02,5,63,tempo_run,10.75,43.88,4.08,167,175,78.6,908,87.21000000000001,376.57,6.0,4.3164029354431825,151.0,1173.4,30.86,275.71000000000004,68.92750000000001,4.0,1189.73,advanced,inconsistent,M,31,175,synthetic_v1,40.16,2410.0,00:40:10,4.02
ACT000964,A021,2026-02-03,5,62,easy_run,13.96,64.22,4.6,147,168,95.8,1031,87.21000000000001,376.57,6.0,4.3164029354431825,151.0,1173.4,30.86,275.71000000000004,68.92750000000001,4.0,1189.73,advanced,inconsistent,M,31,175,synthetic_v1,40.16,2410.0,00:40:10,4.02
ACT000965,A021,2026-02-04,5,61,easy_run,2.55,12.32,4.83,139,159,15.9,193,87.21000000000001,376.57,6.0,4.3164029354431825,151.0,1173.4,30.86,275.71000000000004,68.92750000000001,4.0,1189.73,advanced,inconsistent,M,31,175,synthetic_v1,40.16,2410.0,00:40:10,4.02
ACT000966,A021,2026-02-05,5,60,interval_run,30.86,119.74,3.88,167,175,548.0,2238,87.21000000000001,376.57,6.0,4.3164029354431825,151.0,1173.4,30.86,275.71000000000004,68.92750000000001,4.0,1189.73,advanced,inconsistent,M,31,175,synthetic_v1,40.16,2410.0,00:40:10,4.02
ACT000967,A021,2026-02-06,5,59,easy_run,7.37,35.57,4.82,145,160,19.1,518,87.21000000000001,376.57,6.0,4.3164029354431825,151.0,1173.4,30.86,275.71000000000004,68.92750000000001,4.0,1189.73,advanced,inconsistent,M,31,175,synthetic_v1,40.16,2410.0,00:40:10,4.02
ACT000968,A021,2026-02-08,5,57,long_run,21.72,100.84,4.64,141,156,416.0,1833,87.21000000000001,376.57,6.0,4.3164029354431825,151.0,1173.4,30.86,275.71000000000004,68.92750000000001,4.0,1189.73,advanced,inconsistent,M,31,175,synthetic_v1,40.16,2410.0,00:40:10,4.02
ACT000969,A021,2026-02-09,6,56,recovery_run,11.47,54.29,4.73,123,141,89.3,867,77.36,360.85,5.0,4.663824974146846,148.2,481.0,28.14,278.83000000000004,69.70750000000001,4.0,1209.31,advanced,inconsistent,M,31,175,synthetic_v1,40.16,2410.0,00:40:10,4.02
ACT000970,A021,2026-02-10,6,55,easy_run,2.0,9.24,4.62,156,173,56.5,151,77.36,360.85,5.0,4.663824974146846,148.2,481.0,28.14,278.83000000000004,69.70750000000001,4.0,1209.31,advanced,inconsistent,M,31,175,synthetic_v1,40.16,2410.0,00:40:10,4.02
ACT000971,A021,2026-02-12,6,53,easy_run,9.63,44.12,4.58,145,163,31.1,789,77.36,360.85,5.0,4.663824974146846,148.2,481.0,28.14,278.83000000000004,69.70750000000001,4.0,1209.31,advanced,inconsistent,M,31,175,synthetic_v1,40.16,2410.0,00:40:10,4.02
ACT000972,A021,2026-02-13,6,52,hill_run,26.12,117.24,4.49,167,175,192.4,2104,77.36,360.85,5.0,4.663824974146846,148.2,481.0,28.14,278.83000000000004,69.70750000000001,4.0,1209.31,advanced,inconsistent,M,31,175,synthetic_v1,40.16,2410.0,00:40:10,4.02
ACT000973,A021,2026-02-15,6,50,long_run,28.14,135.96,4.83,150,165,111.7,2248,77.36,360.85,5.0,4.663824974146846,148.2,481.0,28.14,278.83000000000004,69.70750000000001,4.0,1209.31,advanced,inconsistent,M,31,175,synthetic_v1,40.16,2410.0,00:40:10,4.02
ACT000974,A021,2026-02-16,7,49,hill_run,2.92,13.22,4.52,155,175,105.3,216,75.59,330.43,6.0,4.370631035851304,151.5,858.2,20.85,308.36,77.09,4.0,1347.26,advanced,inconsistent,M,31,175,synthetic_v1,40.16,2410.0,00:40:10,4.02
ACT000975,A021,2026-02-18,7,47,easy_run,11.52,50.27,4.36,139,157,163.7,825,75.59,330.43,6.0,4.370631035851304,151.5,858.2,20.85,308.36,77.09,4.0,1347.26,advanced,inconsistent,M,31,175,synthetic_v1,40.16,2410.0,00:40:10,4.02
ACT000976,A021,2026-02-19,7,46,interval_run,12.86,49.91,3.88,167,175,158.3,899,75.59,330.43,6.0,4.370631035851304,151.5,858.2,20.85,308.36,77.09,4.0,1347.26,advanced,inconsistent,M,31,175,synthetic_v1,40.16,2410.0,00:40:10,4.02
ACT000977,A021,2026-02-20,7,45,easy_run,13.49,59.83,4.44,139,154,184.4,1037,75.59,330.43,6.0,4.370631035851304,151.5,858.2,20.85,308.36,77.09,4.0,1347.26,advanced,inconsistent,M,31,175,synthetic_v1,40.16,2410.0,00:40:10,4.02
ACT000978,A021,2026-02-21,7,44,easy_run,13.95,63.38,4.54,153,166,14.4,993,75.59,330.43,6.0,4.370631035851304,151.5,858.2,20.85,308.36,77.09,4.0,1347.26,advanced,inconsistent,M,31,175,synthetic_v1,40.16,2410.0,00:40:10,4.02
ACT000979,A021,2026-02-22,7,43,long_run,20.85,93.82,4.5,156,175,232.1,1270,75.59,330.43,6.0,4.370631035851304,151.5,858.2,20.85,308.36,77.09,4.0,1347.26,advanced,inconsistent,M,31,175,synthetic_v1,40.16,2410.0,00:40:10,4.02
ACT000980,A021,2026-02-24,8,41,recovery_run,9.63,47.66,4.95,125,144,73.0,721,69.95,303.75,4.0,4.342640457469621,146.75,403.7,24.81,310.11,77.5275,4.0,1371.6,advanced,inconsistent,M,31,175,synthetic_v1,40.16,2410.0,00:40:10,4.02
ACT000981,A021,2026-02-25,8,40,easy_run,15.12,64.34,4.26,149,166,98.8,1059,69.95,303.75,4.0,4.342640457469621,146.75,403.7,24.81,310.11,77.5275,4.0,1371.6,advanced,inconsistent,M,31,175,synthetic_v1,40.16,2410.0,00:40:10,4.02
ACT000982,A021,2026-02-26,8,39,tempo_run,24.81,96.29,3.88,167,175,68.0,1678,69.95,303.75,4.0,4.342640457469621,146.75,403.7,24.81,310.11,77.5275,4.0,1371.6,advanced,inconsistent,M,31,175,synthetic_v1,40.16,2410.0,00:40:10,4.02
ACT000983,A021,2026-03-01,8,36,long_run,20.39,95.46,4.68,146,156,163.9,1284,69.95,303.75,4.0,4.342640457469621,146.75,403.7,24.81,310.11,77.5275,4.0,1371.6,advanced,inconsistent,M,31,175,synthetic_v1,40.16,2410.0,00:40:10,4.02
ACT000984,A021,2026-03-02,9,35,interval_run,17.12,66.45,3.88,167,175,171.5,1105,67.39,283.6,6.0,4.20809467280012,151.83333333333334,374.8,22.82,290.28999999999996,72.57249999999999,4.0,1278.63,advanced,inconsistent,M,31,175,synthetic_v1,40.16,2410.0,00:40:10,4.02
ACT000985,A021,2026-03-03,9,34,easy_run,2.57,11.08,4.32,137,160,26.9,206,67.39,283.6,6.0,4.20809467280012,151.83333333333334,374.8,22.82,290.28999999999996,72.57249999999999,4.0,1278.63,advanced,inconsistent,M,31,175,synthetic_v1,40.16,2410.0,00:40:10,4.02
ACT000986,A021,2026-03-04,9,33,hill_run,9.67,44.75,4.63,167,175,78.5,694,67.39,283.6,6.0,4.20809467280012,151.83333333333334,374.8,22.82,290.28999999999996,72.57249999999999,4.0,1278.63,advanced,inconsistent,M,31,175,synthetic_v1,40.16,2410.0,00:40:10,4.02
ACT000987,A021,2026-03-06,9,31,tempo_run,8.21,31.85,3.88,165,175,7.8,509,67.39,283.6,6.0,4.20809467280012,151.83333333333334,374.8,22.82,290.28999999999996,72.57249999999999,4.0,1278.63,advanced,inconsistent,M,31,175,synthetic_v1,40.16,2410.0,00:40:10,4.02
ACT000988,A021,2026-03-07,9,30,recovery_run,7.0,32.88,4.7,125,143,26.1,583,67.39,283.6,6.0,4.20809467280012,151.83333333333334,374.8,22.82,290.28999999999996,72.57249999999999,4.0,1278.63,advanced,inconsistent,M,31,175,synthetic_v1,40.16,2410.0,00:40:10,4.02
ACT000989,A021,2026-03-08,9,29,long_run,22.82,96.59,4.23,150,161,64.0,1906,67.39,283.6,6.0,4.20809467280012,151.83333333333334,374.8,22.82,290.28999999999996,72.57249999999999,4.0,1278.63,advanced,inconsistent,M,31,175,synthetic_v1,40.16,2410.0,00:40:10,4.02
ACT000990,A021,2026-03-10,10,27,easy_run,5.75,25.95,4.51,139,152,87.1,443,81.67,349.15,5.0,4.27441655442635,147.4,412.9,28.46,294.6,73.65,4.0,1266.93,advanced,inconsistent,M,31,175,synthetic_v1,40.16,2410.0,00:40:10,4.02
ACT000991,A021,2026-03-12,10,25,easy_run,2.0,8.36,4.18,143,161,2.7,161,81.67,349.15,5.0,4.27441655442635,147.4,412.9,28.46,294.6,73.65,4.0,1266.93,advanced,inconsistent,M,31,175,synthetic_v1,40.16,2410.0,00:40:10,4.02
ACT000992,A021,2026-03-13,10,24,easy_run,28.46,122.78,4.31,152,164,126.7,1996,81.67,349.15,5.0,4.27441655442635,147.4,412.9,28.46,294.6,73.65,4.0,1266.93,advanced,inconsistent,M,31,175,synthetic_v1,40.16,2410.0,00:40:10,4.02
ACT000993,A021,2026-03-14,10,23,tempo_run,21.95,85.17,3.88,166,175,118.8,1503,81.67,349.15,5.0,4.27441655442635,147.4,412.9,28.46,294.6,73.65,4.0,1266.93,advanced,inconsistent,M,31,175,synthetic_v1,40.16,2410.0,00:40:10,4.02
ACT000994,A021,2026-03-15,10,22,easy_run,23.51,106.89,4.55,137,151,77.6,1929,81.67,349.15,5.0,4.27441655442635,147.4,412.9,28.46,294.6,73.65,4.0,1266.93,advanced,inconsistent,M,31,175,synthetic_v1,40.16,2410.0,00:40:10,4.02
ACT000995,A021,2026-03-20,11,17,tempo_run,18.96,73.59,3.88,167,175,16.7,1380,26.64,106.92,2.0,4.012612612612613,154.5,54.400000000000006,18.96,245.65,61.4125,4.0,1043.42,advanced,inconsistent,M,31,175,synthetic_v1,40.16,2410.0,00:40:10,4.02
ACT000996,A021,2026-03-22,11,15,easy_run,7.68,33.33,4.34,142,159,37.7,480,26.64,106.92,2.0,4.012612612612613,154.5,54.400000000000006,18.96,245.65,61.4125,4.0,1043.42,advanced,inconsistent,M,31,175,synthetic_v1,40.16,2410.0,00:40:10,4.02
ACT000997,A021,2026-03-23,12,14,tempo_run,7.53,30.39,4.04,167,175,33.6,572,74.49000000000001,325.47,5.0,4.3698281648543436,155.8,648.3,25.02,250.19,62.5475,4.0,1065.14,advanced,inconsistent,M,31,175,synthetic_v1,40.16,2410.0,00:40:10,4.02
ACT000998,A021,2026-03-25,12,12,easy_run,23.98,111.23,4.64,144,153,199.7,1492,74.49000000000001,325.47,5.0,4.3698281648543436,155.8,648.3,25.02,250.19,62.5475,4.0,1065.14,advanced,inconsistent,M,31,175,synthetic_v1,40.16,2410.0,00:40:10,4.02
ACT000999,A021,2026-03-27,12,10,interval_run,3.89,15.08,3.88,167,175,18.7,287,74.49000000000001,325.47,5.0,4.3698281648543436,155.8,648.3,25.02,250.19,62.5475,4.0,1065.14,advanced,inconsistent,M,31,175,synthetic_v1,40.16,2410.0,00:40:10,4.02
ACT001000,A021,2026-03-28,12,9,hill_run,14.07,65.22,4.63,166,175,281.3,1204,74.49000000000001,325.47,5.0,4.3698281648543436,155.8,648.3,25.02,250.19,62.5475,4.0,1065.14,advanced,inconsistent,M,31,175,synthetic_v1,40.16,2410.0,00:40:10,4.02
ACT001001,A021,2026-03-29,12,8,long_run,25.02,103.55,4.14,135,146,115.0,1698,74.49000000000001,325.47,5.0,4.3698281648543436,155.8,648.3,25.02,250.19,62.5475,4.0,1065.14,advanced,inconsistent,M,31,175,synthetic_v1,40.16,2410.0,00:40:10,4.02
ACT001002,A021,2026-04-01,13,5,interval_run,26.21,105.17,4.01,167,175,181.5,1747,51.89,206.53,3.0,3.9773559452688376,165.66666666666666,280.2,26.21,234.69,58.6725,4.0,988.07,advanced,inconsistent,M,31,175,synthetic_v1,40.16,2410.0,00:40:10,4.02
ACT001003,A021,2026-04-02,13,4,tempo_run,10.73,41.65,3.88,164,175,76.8,665,51.89,206.53,3.0,3.9773559452688376,165.66666666666666,280.2,26.21,234.69,58.6725,4.0,988.07,advanced,inconsistent,M,31,175,synthetic_v1,40.16,2410.0,00:40:10,4.02
ACT001004,A021,2026-04-05,13,1,tempo_run,14.95,59.71,3.99,166,175,21.9,1281,51.89,206.53,3.0,3.9773559452688376,165.66666666666666,280.2,26.21,234.69,58.6725,4.0,988.07,advanced,inconsistent,M,31,175,synthetic_v1,40.16,2410.0,00:40:10,4.02
ACT001005,A022,2026-01-05,1,91,easy_run,9.2,63.94,6.95,116,129,153.4,710,17.22,123.93,3.0,7.19425667828107,113.33333333333333,222.4,9.2,17.22,17.22,1.0,123.93,beginner,inconsistent,M,47,166,synthetic_v1,61.16,3670.0,01:01:10,6.12
ACT001006,A022,2026-01-06,1,90,recovery_run,3.97,29.89,7.53,105,113,56.2,263,17.22,123.93,3.0,7.19425667828107,113.33333333333333,222.4,9.2,17.22,17.22,1.0,123.93,beginner,inconsistent,M,47,166,synthetic_v1,61.16,3670.0,01:01:10,6.12
ACT001007,A022,2026-01-11,1,85,easy_run,4.05,30.1,7.42,119,128,12.8,259,17.22,123.93,3.0,7.19425667828107,113.33333333333333,222.4,9.2,17.22,17.22,1.0,123.93,beginner,inconsistent,M,47,166,synthetic_v1,61.16,3670.0,01:01:10,6.12
ACT001008,A022,2026-01-14,2,82,easy_run,3.54,25.93,7.32,124,141,19.5,217,15.850000000000001,114.37,3.0,7.216858044164038,119.66666666666667,114.0,6.61,33.07,16.535,2.0,238.3,beginner,inconsistent,M,47,166,synthetic_v1,61.16,3670.0,01:01:10,6.12
ACT001009,A022,2026-01-15,2,81,easy_run,6.61,48.48,7.34,123,140,82.3,512,15.850000000000001,114.37,3.0,7.216858044164038,119.66666666666667,114.0,6.61,33.07,16.535,2.0,238.3,beginner,inconsistent,M,47,166,synthetic_v1,61.16,3670.0,01:01:10,6.12
ACT001010,A022,2026-01-18,2,78,easy_run,5.7,39.96,7.01,112,134,12.2,434,15.850000000000001,114.37,3.0,7.216858044164038,119.66666666666667,114.0,6.61,33.07,16.535,2.0,238.3,beginner,inconsistent,M,47,166,synthetic_v1,61.16,3670.0,01:01:10,6.12
ACT001011,A022,2026-01-21,3,75,easy_run,4.73,32.0,6.77,116,126,9.8,320,4.73,32.0,1.0,6.77,116.0,9.8,4.73,37.8,12.6,3.0,270.3,beginner,inconsistent,M,47,166,synthetic_v1,61.16,3670.0,01:01:10,6.12
ACT001012,A022,2026-01-26,4,70,recovery_run,5.49,40.36,7.35,109,131,45.3,386,13.98,103.82,3.0,7.423798283261802,114.33333333333333,115.6,5.49,51.78,12.945,4.0,374.12,beginner,inconsistent,M,47,166,synthetic_v1,61.16,3670.0,01:01:10,6.12
ACT001013,A022,2026-01-29,4,67,easy_run,4.89,36.6,7.48,123,134,61.4,385,13.98,103.82,3.0,7.423798283261802,114.33333333333333,115.6,5.49,51.78,12.945,4.0,374.12,beginner,inconsistent,M,47,166,synthetic_v1,61.16,3670.0,01:01:10,6.12
